#,ID,Title,Authors,Year,Source.title..Please..make.sure.to.enter.this.correctly..we.needed.to.check.if.it.belongs.to.predatory.journals.,Volume,Issue,Art_No,Page_start,Page_end,Page_count,Cited_by,DOI,Link,Exclusion_reason
64,71,Relationships between forest cover and fish diversity in the amazon river floodplain,"Arantes C.C., Winemiller K.O., Petrere M., Castello L., Hess L.L., Freitas C.E.C.",2018,Journal of Applied Ecology,55,1,NA,386,395,NA,7,10.1111/1365-2664.12967,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037709319&doi=10.1111%2f1365-2664.12967&partnerID=40&md5=e68bf1f9d3a751186d8151d91fd078df,Irrelevant 
65,72,Regional-scale effects override the influence of fine-scale landscape heterogeneity on rice arthropod communities,"Dominik C., Seppelt R., Horgan F.G., Marquez L., Settele J., V·clavÌk T.",2017,"Agriculture, Ecosystems and Environment",246,NA,NA,269,278,NA,5,10.1016/j.agee.2017.06.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033409419&doi=10.1016%2fj.agee.2017.06.011&partnerID=40&md5=5884fae8484cfeae43af5781f8f025fd,Irrelevant 
66,73,The big picture: prospects for ecological engineering to guide the delivery of ecosystem services in global agriculture,"Gurr G.M., Zhu Z.-R., You M.",2015,"Rice Planthoppers: Ecology, Management, Socio Economics and Policy",NA,NA,NA,143,160,NA,4,10.1007/978-94-017-9535-7_7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944145160&doi=10.1007%2f978-94-017-9535-7_7&partnerID=40&md5=168292a491064eb386092c0e53c874f5,Unavailable study
67,74,Opportunities and challenges of alternative specialty crops: the global picture,Kim H.-J.,2016,HortScience,51,11,NA,1316,1319,NA,1,10.21273/HORTSCI10659-16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84999054143&doi=10.21273%2fHORTSCI10659-16&partnerID=40&md5=03eb926f3621d4696830f61cfef542b8,Irrelevant 
68,75,Spatiotemporal changes and fragmentation of mangroves and its effects on fish diversity in ca mau province (vietnam),"Tran L.X., Fischer A.",2017,Journal of Coastal Conservation,21,3,NA,355,368,NA,2,10.1007/s11852-017-0513-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019190108&doi=10.1007%2fs11852-017-0513-9&partnerID=40&md5=9a783e8cf8f856784756a6959a7f7e9f,Irrelevant 
69,76,Population dynamics of wheat aphids in different agricultural landscapes,"Zhao Z., Shi Y., He D., Hang J., Zhao Y., Wang Y.",2010,Shengtai Xuebao/ Acta Ecologica Sinica,30,23,NA,6380,6388,NA,4,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952715601&partnerID=40&md5=2203fdde0c556c0e46849b298c24c817,Not compare simplifiedd vs diversified
70,77,Can agroforestry systems enhance biodiversity and ecosystem service provision in agricultural landscapes? a meta-analysis for the brazilian atlantic forest,"Santos P.Z.F., Crouzeilles R., Sansevero J.B.B.",2019,Forest Ecology and Management,433,NA,NA,140,145,NA,NA,10.1016/j.foreco.2018.10.064,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056177481&doi=10.1016%2fj.foreco.2018.10.064&partnerID=40&md5=e9263712c85749bd99f85cf8f11a9d63,It's a meta-analysis or review
71,78,Agroforestry practices promote biodiversity and natural resource diversity in atlantic nicaragua,"Sistla S.A., Roddy A.B., Williams N.E., Kramer D.B., Stevens K., Allison S.D.",2016,PLoS ONE,11,9,e0162529,NA,NA,NA,1,10.1371/journal.pone.0162529,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990888695&doi=10.1371%2fjournal.pone.0162529&partnerID=40&md5=1e091b7e7f2c182ff3b9edd475910bff,Not compare simplifiedd vs diversified
72,79,Transition from forest-based to cereal-based agricultural systems: a review of the drivers of land use change and degradation in southwest ethiopia,"Kassa H., Dondeyne S., Poesen J., Frankl A., Nyssen J.",2017,Land Degradation and Development,28,2,NA,431,449,NA,11,10.1002/ldr.2575,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84980368167&doi=10.1002%2fldr.2575&partnerID=40&md5=d0daaeac4f47c831c4fcf60e749d2efe,It's a meta-analysis or review
73,80,Problems of biodiversity conservation in polish agriculture,Brodzinska K.,2015,Agroecology and Sustainable Food Systems,39,2,NA,155,169,NA,NA,10.1080/21683565.2014.934941,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919765936&doi=10.1080%2f21683565.2014.934941&partnerID=40&md5=c405b5114ed4a507156ee36838a75001,Irrelevant 
74,81,Can intensification of temperate australian livestock production systems save land for native biodiversity?,"Dorrough J., Moll J., Crosthwaite J.",2007,"Agriculture, Ecosystems and Environment",121,3,NA,222,232,NA,46,10.1016/j.agee.2006.12.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947109833&doi=10.1016%2fj.agee.2006.12.012&partnerID=40&md5=2f27fa22b5d50710117f516a3fd9a3f8,Not compare biodiversity
75,82,A novel index of land use intensity for organic and conventional farming of mediterranean cereal fields,"Armengot L., JosÈ-MarÌa L., Blanco-Moreno J.M., Bassa M., Chamorro L., Sans F.X.",2011,Agronomy for Sustainable Development,31,4,NA,699,707,NA,15,10.1007/s13593-011-0042-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861817022&doi=10.1007%2fs13593-011-0042-0&partnerID=40&md5=c9ee4130c49590de47ed412405ff4e0d,Not compare biodiversity
76,83,Biodiversity conservation in agriculture requires a multi-scale approach,"Gonthier D.J., Ennis K.K., Farinas S., Hsieh H.-Y., Iverson A.L., Bat·ry P., Rudolphi J., Tscharntke T., Cardinale B.J., Perfecto I.",2014,Proceedings of the Royal Society B: Biological Sciences,281,1791,20141358,NA,NA,NA,91,10.1098/rspb.2014.1358,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85003054537&doi=10.1098%2frspb.2014.1358&partnerID=40&md5=41fa5944b73124416bbc7c4bbaa9da08,It's a meta-analysis or review
77,84,"Perception and attitude of pastoralists on the use and conservation of rangeland resources in afar region, ethiopia","Tilahun M., Angassa A., Abebe A., Mengistu A.",2016,Ecological Processes,5,1,18,NA,NA,NA,3,10.1186/s13717-016-0062-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041733375&doi=10.1186%2fs13717-016-0062-4&partnerID=40&md5=d57bb2703ca5fb96d1307c2ae93dfbd5,Irrelevant 
78,85,The compatibility of agricultural intensification in a global hotspot of smallholder agrobiodiversity (bolivia),Zimmerer K.S.,2013,Proceedings of the National Academy of Sciences of the United States of America,110,8,NA,2769,2774,NA,45,10.1073/pnas.1216294110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874237554&doi=10.1073%2fpnas.1216294110&partnerID=40&md5=d70fc4c0ac2a0d04d5e78be16b0112b8,Not compare biodiversity
79,86,"Forest management and land use/cover changes in a typical micro watershed in the mid elevation zone of central himalaya, india","Wakeel A., Rao K.S., Maikhuri R.K., Saxena K.G.",2005,Forest Ecology and Management,213,43525,NA,229,242,NA,59,10.1016/j.foreco.2005.03.061,https://www.scopus.com/inward/record.uri?eid=2-s2.0-20544452315&doi=10.1016%2fj.foreco.2005.03.061&partnerID=40&md5=0d2c744a8f394f0f611e4744275df8af,Irrelevant 
80,87,Conservation of biodiversity within canadian agricultural landscapes: integrating habitat for wildlife,"Mineau P., Mclaughlin A.",1996,Journal of Agricultural and Environmental Ethics,9,2,NA,93,113,NA,40,10.1007/BF03055296,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030428182&doi=10.1007%2fBF03055296&partnerID=40&md5=7376526bb98eb38dc1b3bb6fc13b7fe9,It's a meta-analysis or review
81,88,Utilizing and conserving agrobiodiversity in agricultural landscapes,"Jackson L.E., Pascual U., Hodgkin T.",2007,"Agriculture, Ecosystems and Environment",121,3,NA,196,210,NA,236,10.1016/j.agee.2006.12.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947157211&doi=10.1016%2fj.agee.2006.12.017&partnerID=40&md5=37f04610f6243f38c01d1f22dcd502ea,It's a meta-analysis or review
82,89,Climate change vis-a-vis saline agriculture: impact and adaptation strategies,"Dagar J.C., Sharma P.C., Chaudhari S.K., Jat H.S., Ahamad S.",2016,Innovative Saline Agriculture,NA,NA,NA,5,53,NA,1,10.1007/978-81-322-2770-0_2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006778543&doi=10.1007%2f978-81-322-2770-0_2&partnerID=40&md5=9e03c30fb151f1e1656aef843f502fa4,It's a meta-analysis or review
83,90,Contribution of trees to the conservation of biodiversity and ecosystem services in agricultural landscapes,"Barrios E., Valencia V., Jonsson M., Brauman A., Hairiah K., Mortimer P.E., Okubo S.",2018,"International Journal of Biodiversity Science, Ecosystem Services and Management",14,1,NA,1,16,NA,3,10.1080/21513732.2017.1399167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046872139&doi=10.1080%2f21513732.2017.1399167&partnerID=40&md5=176027ae63515b87052d5a115d866e13,It's a meta-analysis or review
84,91,Complementary roles of home gardens and exotic tree plantations as alternative habitats for plants of the ethiopian montane rainforest [roles complementarios de jardines do·∏øesticos y plantaciones de 'arboles exÏÅoticos como hÏÅabitats alternativos para plantas del bosque lluvioso montano etÏÅiope],"Hylander K., Nemomissa S.",2009,Conservation Biology,23,2,NA,400,409,NA,22,10.1111/j.1523-1739.2008.01097.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-62549159070&doi=10.1111%2fj.1523-1739.2008.01097.x&partnerID=40&md5=d5e529f3d4be6275c831b6ce9a67b8c9,Not compare simplifiedd vs diversified
85,92,An on-farm approach to investigate the impact of diversified crop rotations on weed species richness and composition in winter wheat,"Ulber L., Steinmann H.-H., Klimek S., Isselstein J.",2009,Weed Research,49,5,NA,534,543,NA,34,10.1111/j.1365-3180.2009.00722.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69949110634&doi=10.1111%2fj.1365-3180.2009.00722.x&partnerID=40&md5=1cccd9f67779cfaf77d4c337276867bc,Not compare biodiversity
86,93,Parasitoid wasps benefit from shade tree size and landscape complexity in mexican coffee agroecosystems,"Pak D., Iverson A.L., Ennis K.K., Gonthier D.J., Vandermeer J.H.",2015,"Agriculture, Ecosystems and Environment",206,NA,NA,21,32,NA,6,10.1016/j.agee.2015.03.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925432753&doi=10.1016%2fj.agee.2015.03.017&partnerID=40&md5=2104f5a9f73dd03c68ca359750291f3a,Missing data
87,94,Managing farmland flora to promote biodiversity in europe,"Andreasen C., Andresen L.C.",2011,"CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources",6,NA,47,1,11,NA,5,10.1079/PAVSNNR20116047,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857831896&doi=10.1079%2fPAVSNNR20116047&partnerID=40&md5=e4cfd38ca087ecf3e76af69762819e84,It's a meta-analysis or review
88,95,Carbon storage and land-use strategies in agricultural landscapes across three continents,"Williams D.R., Phalan B., Feniuk C., Green R.E., Balmford A.",2018,Current Biology,28,15,NA,2500,25050000,NA,2,10.1016/j.cub.2018.05.087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053823293&doi=10.1016%2fj.cub.2018.05.087&partnerID=40&md5=531bbf10704daff8b2a1cbfc00a8a236,Irrelevant 
89,96,"Landscape configurational heterogeneity by small-scale agriculture, not crop diversity, maintains pollinators and plant reproduction in western europe","Hass A.L., Kormann U.G., Tscharntke T., Clough Y., Baillod A.B., Sirami C., Fahrig L., Martin J.-L., Baudry J., Bertrand C., Bosch J., Brotons L., Bure F., Georges R., Giralt D., Marcos-GarcÌa M.¡., Ricarte A., Siriwardena G., Bat·ry P.",2018,Proceedings of the Royal Society B: Biological Sciences,285,1872,20172242,NA,NA,NA,11,10.1098/rspb.2017.2242,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043575354&doi=10.1098%2frspb.2017.2242&partnerID=40&md5=0c9cbfc9e0d0ab1a2c458abdbc406e86,Different Output 
90,97,A methodological approach for assessing cross-site landscape change: understanding socio-ecological systems,"Sunderland T., Abdoulaye R., Ahammad R., Asaha S., Baudron F., Deakin E., Duriaux J.-Y., Eddy I., Foli S., Gumbo D., Khatun K., Kondwani M., Kshatriya M., Leonald L., Rowland D., Stacey N., Tomscha S., Yang K., Gergel S., Van Vianen J.",2017,Forest Policy and Economics,84,NA,NA,83,91,NA,6,10.1016/j.forpol.2017.04.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019131695&doi=10.1016%2fj.forpol.2017.04.013&partnerID=40&md5=9a03e7e8631428a79b98c552044bebcd,Irrelevant 
91,98,Historical nectar assessment reveals the fall and rise of floral resources in britain,"Baude M., Kunin W.E., Boatman N.D., Conyers S., Davies N., Gillespie M.A.K., Morton R.D., Smart S.M., Memmott J.",2016,Nature,530,7588,NA,85,88,NA,58,10.1038/nature16532,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956888515&doi=10.1038%2fnature16532&partnerID=40&md5=fcf27a573b8f0714b4a2557da58d486f,Irrelevant 
92,99,"A conservation plan for a global biodiversity hotspot - the cape floristic region, south africa","Cowling R.M., Pressey R.L., Rouget M., Lombard A.T.",2003,Biological Conservation,112,43497,NA,191,216,NA,274,10.1016/S0006-3207(02)00425-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038738343&doi=10.1016%2fS0006-3207%2802%2900425-1&partnerID=40&md5=81d4c1e3a2f3a0ca9e7158d50834e9ca,Irrelevant 
93,100,Fish biodiversity and conservation in south america,"Reis R.E., Albert J.S., Di Dario F., Mincarone M.M., Petry P., Rocha L.A.",2016,Journal of fish biology,89,1,NA,12,47,NA,86,10.1111/jfb.13016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978374831&doi=10.1111%2fjfb.13016&partnerID=40&md5=e948b68af96b5db6c00f6fcbf79caa53,Irrelevant 
94,101,A functional overview of conservation biological control,"Begg G.S., Cook S.M., Dye R., Ferrante M., Franck P., Lavigne C., Lˆvei G.L., Mansion-Vaquie A., Pell J.K., Petit S., Quesada N., Ricci B., Wratten S.D., Birch A.N.E.",2017,Crop Protection,97,NA,NA,145,158,NA,16,10.1016/j.cropro.2016.11.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009289188&doi=10.1016%2fj.cropro.2016.11.008&partnerID=40&md5=5e0d3d03f4ddab1155386804c9356002,It's a meta-analysis or review
95,102,Conservation biocontrol: principles and implementation in organic farming,"Simon S., Rusch A., Wyss E., Sarthou J.-P.",2014,"Organic Farming, Prototype for Sustainable Agricultures: Prototype for Sustainable Agricultures",9.79E+12,NA,NA,83,105,NA,5,10.1007/978-94-007-7927-3_5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929920237&doi=10.1007%2f978-94-007-7927-3_5&partnerID=40&md5=4c7e252460a82abfabd6ab49aee36645,It's a meta-analysis or review
96,103,"Modeling wildfire risk to northern spotted owl (strix occidentalis caurina) habitat in central oregon, usa","Ager A.A., Finney M.A., Kerns B.K., Maffei H.",2007,Forest Ecology and Management,246,NA,NA,45,56,NA,123,10.1016/j.foreco.2007.03.070,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250722170&doi=10.1016%2fj.foreco.2007.03.070&partnerID=40&md5=0112c5c8d3bad5a01a9170db91cf5aba,Irrelevant 
97,104,"Poverty alleviation and environmental restoration using the clean development mechanism: a case study from humbo, ethiopia","Brown D.R., Dettmann P., Rinaudo T., Tefera H., Tofu A.",2011,Environmental Management,48,2,NA,322,333,NA,34,10.1007/s00267-010-9590-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960960376&doi=10.1007%2fs00267-010-9590-3&partnerID=40&md5=da2f54387311c9807a4ef23967a4ed3e,Irrelevant 
98,105,Agricultural biodiversity and farm level technical efficiency: an empirical investigation,"Karunarathna M., Wilson C.",2017,Journal of Forest Economics,29,NA,NA,38,46,NA,2,10.1016/j.jfe.2017.08.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030484584&doi=10.1016%2fj.jfe.2017.08.002&partnerID=40&md5=606879b796157ff05a7a1021c63966ca,Unavailable study
99,106,Species ecology and the impacts of bioenergy crops: an assessment approach with four example farmland bird species,"Everaars J., Frank K., Huth A.",2014,GCB Bioenergy,6,3,NA,252,264,NA,17,10.1111/gcbb.12135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898540071&doi=10.1111%2fgcbb.12135&partnerID=40&md5=cafdec4b93cd4e190465be1a1e96739c,Not compare simplifiedd vs diversified
100,107,Enhanced biodiversity and pollination in uk agroforestry systems,"Varah A., Jones H., Smith J., Potts S.G.",2013,Journal of the Science of Food and Agriculture,93,9,NA,2073,2075,NA,5,10.1002/jsfa.6148,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878728425&doi=10.1002%2fjsfa.6148&partnerID=40&md5=24dbb2c3a0b78984a7ae196a56ed360d,Not abundance or richness
101,108,Symbiotic nitrogen fixation and phosphorus acquisition. plant nutrition in a world of declining renewable resources,Vance C.P.,2001,Plant Physiology,127,2,NA,390,397,NA,400,10.1104/pp.010331,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034771987&doi=10.1104%2fpp.010331&partnerID=40&md5=175b4a838ef6e790f4860d276bfc5558,Irrelevant 
102,109,Agroecosystem management and biotic interactions: a review,"MÈdiËne S., Valantin-Morison M., Sarthou J.-P., De Tourdonnet S., Gosme M., Bertrand M., Roger-Estrade J., Aubertot J.-N., Rusch A., Motisi N., Pelosi C., DorÈ T.",2011,Agronomy for Sustainable Development,31,3,NA,491,514,NA,69,10.1007/s13593-011-0009-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80054802625&doi=10.1007%2fs13593-011-0009-1&partnerID=40&md5=f1b7f21a68d46a55af4acecc2628b0a0,It's a meta-analysis or review
103,110,Engineering a plant community to deliver multiple ecosystem services,"Storkey J., Dˆring T., Baddeley J., Collins R., Roderick S., Jones H., Watson C.",2015,Ecological Applications,25,4,NA,1034,1043,NA,28,10.1890/14-1605.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930024319&doi=10.1890%2f14-1605.1&partnerID=40&md5=cddfca7210790538ed856fb23179b1d2,Qualitative 
104,111,Comparative analysis of diversity and utilization of edible plants in arid and semi-arid areas in benin,"Segnon A.C., Achigan-Dako E.G.",2014,Journal of Ethnobiology and Ethnomedicine,10,1,80,NA,NA,NA,14,10.1186/1746-4269-10-80,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924123379&doi=10.1186%2f1746-4269-10-80&partnerID=40&md5=d1cf28424fa41ddfba8d3947e3819bfa,Irrelevant 
105,112,Soil biota community structure and abundance under agricultural intensification and extensification,"Postma-Blaauw M.B., De Goede R.G.M., Bloem J., Faber J.H., Brussaard L.",2010,Ecology,91,2,NA,460,473,NA,108,10.1890/09-0666.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949302615&doi=10.1890%2f09-0666.1&partnerID=40&md5=d082968ced89493d2440880c90a0d83c,Missing data
106,113,Reef fishes in biodiversity hotspots are at greatest risk from loss of coral species,"Holbrook S.J., Schmitt R.J., Messmer V., Brooks A.J., Srinivasan M., Munday P.L., Jones G.P.",2015,PLoS ONE,10,5,e0124054,NA,NA,NA,14,10.1371/journal.pone.0124054,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929377759&doi=10.1371%2fjournal.pone.0124054&partnerID=40&md5=377a66ed829b0a0d881b736057e8b1a1,Irrelevant 
107,114,"Seasonal trends and fish-habitat associations around pari island, indonesia: setting a baseline for environmental monitoring","Madduppa H.H., Ferse S.C.A., Aktani U., Palm H.W.",2012,Environmental Biology of Fishes,95,3,NA,383,398,NA,9,10.1007/s10641-012-0012-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867098159&doi=10.1007%2fs10641-012-0012-7&partnerID=40&md5=3cb28b536c96fe0a792056061aa96fb9,Irrelevant 
108,115,Efficiency of different planted forests in recovering biodiversity and ecological interactions in brazilian amazon,"Falc„o J.C.F., D·ttilo W., Izzo T.J.",2015,Forest Ecology and Management,339,NA,NA,105,111,NA,10,10.1016/j.foreco.2014.12.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920131436&doi=10.1016%2fj.foreco.2014.12.007&partnerID=40&md5=96661e6f677a6efd39b97b0bacea4c6c,Forest plantation or natural land
